LEVEL	CODE	version	NATIONAL_TITLE_BE_NL	NATIONAL_TITLE_BE_FR	NATIONAL_TITLE_BE_DE	NATIONAL_TITLE_BE_EN
7	01.63001	2025	Voorbereidende behandeling van de gewassen in functie van primaire markten : wassen, afsnijden, sorteren, desinfecteren	Préparation des cultures en vue de leur commercialisation primaire : nettoyage, taille, triage, désinfection	Vorbereitende Behandlung von Pflanzen im Hinblick auf die Erstvermarktung: waschen, beschneiden, sortieren, desinfizieren	Preparation of crops for their initial commercialization: cleaning, cutting, sorting, disinfection
3	01.7	2025	Jacht, zetten van vallen en diensten in verband met deze activiteiten	Chasse, piégeage et activités de service connexes	Jagd, Fallenstellerei und damit verbundene Tätigkeiten	Hunting, trapping and related service activities
4	01.70	2025	Jacht, zetten van vallen en diensten in verband met deze activiteiten	Chasse, piégeage et activités de service connexes	Jagd, Fallenstellerei und damit verbundene Tätigkeiten	Hunting, trapping and related service activities
5	01.700	2025	Jacht, zetten van vallen en diensten in verband met deze activiteiten	Chasse, piégeage et activités de service connexes	Jagd, Fallenstellerei und damit verbundene Tätigkeiten	Hunting, trapping and related service activities
7	01.70001	2025	Jacht en plaatsen van vallen voor dieren op commerciële basis voor de voedselvoorziening, voor het verzamelen van bont of huiden, tbv onderzoekscentra en dierentuinen of voor gebruik als huisdier	Chasse ou piégeage d'animaux pour l'alimentation commerciale, leur fourrure, leur peau, ou destinés à des centres de recherche ou des parcs zoologiques, ou utilisés comme animaux de compagnie	Jagd oder Fallenstellen mit kommerzieller Absicht zur Nahrungsmittelerzeugung, Gewinnung von Pelzen oder Häuten oder für Forschungszentren und zoologische Gärten bzw für die Nutzung als Haustier	Hunting or trapping animals for commercial food supply, fur, skin, or for research centres or zoos, or used as pets
2	02     	2025	Bosbouw en exploitatie van bossen	Sylviculture et exploitation forestière	Forstwirtschaft und Holzeinschlag	Forestry and logging
3	02.1	2025	Bosbouw en bosbouwactiviteiten	Sylviculture et autres activités forestières	Forstwirtschaft	Silviculture and other forestry activities
4	02.10	2025	Bosbouw en bosbouwactiviteiten	Sylviculture et autres activités forestières	Forstwirtschaft	Silviculture and other forestry activities
5	02.100	2025	Bosbouw en bosbouwactiviteiten	Sylviculture et autres activités forestières	Forstwirtschaft	Silviculture and other forestry activities
7	02.10001	2025	Houtteelt : aanplanten, herbeplanten, verplanten, uitdunnen en in stand houden van bossen en andere houtopstanden	Sylviculture sur pied : boisement, reboisement, transplantation, coupe d'éclaircie et conservation des forêts et des coupes	Forstwirtschaft: Anpflanzung, Wiederbepflanzung, Umpflanzung, Ausdünnung und Instandhaltung von Wäldern und anderen Waldbeständen	Growing of standing timber:  planting, replanting, transplanting, thinning and conserving of forests and timber tracts
7	02.10002	2025	Teelt van hakhout	Culture de taillis et de bois de trituration	Niederwaldbetrieb mit Kurzumtrieb	Growing of coppice and pulpwood
7	02.10003	2025	Exploitatie van bosboomkwekerij	Exploitation de pépinières forestières	Betrieb von Forstbaumschulen	Operation of forest nurseries
3	02.2	2025	Exploitatie van bossen	Exploitation forestière	Holzeinschlag	Logging
4	02.20	2025	Exploitatie van bossen	Exploitation forestière	Holzeinschlag	Logging
5	02.200	2025	Exploitatie van bossen	Exploitation forestière	Holzeinschlag	Logging
7	02.20001	2025	Exploitatie van bossen : houthakken en de productie van onbewerkt hout als mijnhout, gekloofde staken, palen en brandhout	Exploitation forestière : abattage d'arbres et production de bois brut tels que les bois de mine, les échalas fendus, les piquets et les bois de chauffage	Holzeinschlag: Holzfällen und Erzeugung von Rohholz wie Grubenholz, Spaltpfähle, Pfosten und Brennholz	Lumbering: logging and production of crude timber, such as mining timber, split poles, posts and firewood
3	02.3	2025	Verzamelen van in het wild groeiende producten met uitzondering van hout	Récolte de produits forestiers non ligneux poussant à l’état sauvage	Sammeln von wildwachsenden Produkten, ohne Holz	Gathering of wild growing non-wood products
4	02.30	2025	Verzamelen van in het wild groeiende producten met uitzondering van hout	Récolte de produits forestiers non ligneux poussant à l’état sauvage	Sammeln von wildwachsenden Produkten, ohne Holz	Gathering of wild growing non-wood products
5	02.300	2025	Verzamelen van in het wild groeiende producten met uitzondering van hout	Récolte de produits forestiers non ligneux poussant à l’état sauvage	Sammeln von wildwachsenden Produkten, ohne Holz	Gathering of wild growing non-wood products
3	02.4	2025	Ondersteunende diensten in verband met de bosbouw	Activités de soutien à l’exploitation forestière	Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag	Support services to forestry
4	02.40	2025	Ondersteunende diensten in verband met de bosbouw	Activités de soutien à l’exploitation forestière	Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag	Support services to forestry
5	02.400	2025	Ondersteunende diensten in verband met de bosbouw	Activités de soutien à l’exploitation forestière	Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag	Support services to forestry
7	02.40001	2025	Inventarisering van bossen, evaluatie van houtopstanden, brandbeveiliging	Inventaire des forêts, évaluation du bois, protection contre les incendies	Waldinventur, Schätzung der Forstbestände, Waldbrandverhütung	Forest inventory, evaluation of wood, protection against fires
7	02.40002	2025	Vervoer van stamstukken in het bos	Transport de grumes dans les forêts	Transport von Stammholz im Wald	Transport of logs within the forest
2	03     	2025	Visserij en aquacultuur	Pêche et aquaculture	Fischerei und Aquakultur	Fishing and aquaculture
3	03.1	2025	Visserij	Pêche	Fischerei	Fishing
4	03.11	2025	Zeevisserij	Pêche en mer	Meeresfischerei	Marine fishing
5	03.110	2025	Zeevisserij	Pêche en mer	Meeresfischerei	Marine fishing
7	03.11001	2025	Visserij op volle zee en in kustwateren	Pêche en haute mer et côtière	Hochsee- und Küstenfischerei	Offshore and inshore marine fishing
7	03.11002	2025	Vangen van schaal- en schelpdieren in zee	Ramassage en mer de crustacés et de mollusques	Fang auf See von Krustentieren und Weichtieren	Sea gathering of crustaceans and molluscs
4	03.12	2025	Binnenvisserij	Pêche en eau douce	Süßwasserfischerei	Freshwater fishing
5	03.120	2025	Binnenvisserij	Pêche en eau douce	Süßwasserfischerei	Freshwater fishing
3	03.2	2025	Aquacultuur	Aquaculture	Aquakultur	Aquaculture
4	03.21	2025	Mariene aquacultuur	Aquaculture en mer	Meeresaquakultur	Marine aquaculture
5	03.210	2025	Mariene aquacultuur	Aquaculture en mer	Meeresaquakultur	Marine aquaculture
7	03.21001	2025	Kweken van oesterzaad, mossels, jonge zeekreeften, jonge garnalen, visbroed en pootvis	Production de naissains d'huîtres, de moules, de jeunes langoustes, de larve de crevettes, d'alevins et de saumoneaux	Zucht von Austernlarven, Muscheln, jungen Langusten, Garnelenlarven, Setzlingen und jungen Lachsen	Production of oyster spat, mussels, lobsterlings, shrimp larvae, fish fry and fingerlings
7	03.21002	2025	Teelt van porphyra en andere eetbare zeewieren	Culture d'algues et autres plantes aquatiques comestibles	Zucht von Algen und sonstigen eßbaren Wasserpflanzen	Growing of algae and other edible seaweeds
4	03.22	2025	Aquacultuur in zoet water	Aquaculture en eau douce	Süßwasseraquakultur	Freshwater aquaculture
5	03.220	2025	Aquacultuur in zoet water	Aquaculture en eau douce	Süßwasseraquakultur	Freshwater aquaculture
7	03.22001	2025	Visteelt in zoet water	Pisciculture en eau douce	Süßwasserfischzucht	Freshwater fish farming
3	03.3	2025	Ondersteunende activiteiten voor visserij en aquacultuur	Activités de soutien à la pêche et l’aquaculture	Erbringung von Dienstleistungen für Fischerei und Aquakultur	Support activities for fishing and aquaculture
4	03.30	2025	Ondersteunende activiteiten voor visserij en aquacultuur	Activités de soutien à la pêche et l’aquaculture	Erbringung von Dienstleistungen für Fischerei und Aquakultur	Support activities for fishing and aquaculture
5	03.300	2025	Ondersteunende activiteiten voor visserij en aquacultuur	Activités de soutien à la pêche et l’aquaculture	Erbringung von Dienstleistungen für Fischerei und Aquakultur	Support activities for fishing and aquaculture
2	05     	2025	Winning van steenkool en bruinkool	Extraction de houille et de lignite	Kohlenbergbau	Mining of coal and lignite
3	05.1	2025	Winning van steenkool	Extraction de houille	Steinkohlenbergbau	Mining of hard coal
4	05.10	2025	Winning van steenkool	Extraction de houille	Steinkohlenbergbau	Mining of hard coal
5	05.100	2025	Winning van steenkool	Extraction de houille	Steinkohlenbergbau	Mining of hard coal
7	05.10001	2025	Wassen, kalibreren, sorteren, vergruizen, enz., van steenkool	Lavage, calibrage, triage, pulvérisation, etc., de la houille	Waschen, kalibrieren, sortieren, zerkleinern usw von Steinkohle	Washing, sizing, sorting, spraying of hard coal
7	05.10002	2025	Vervaardiging van steenkoolagglomeraten	Agglomération de la houille	Agglomerierung von Kohle	Agglomeration of hard coal
3	05.2	2025	Winning van bruinkool	Extraction de lignite	Braunkohlenbergbau	Mining of lignite
4	05.20	2025	Winning van bruinkool	Extraction de lignite	Braunkohlenbergbau	Mining of lignite
5	05.200	2025	Winning van bruinkool	Extraction de lignite	Braunkohlenbergbau	Mining of lignite
2	06     	2025	Winning van aardolie en aardgas	Extraction d’hydrocarbures	Gewinnung von Erdöl und Erdgas	Extraction of crude petroleum and natural gas
3	06.1	2025	Winning van aardolie	Extraction de pétrole brut	Gewinnung von Erdöl	Extraction of crude petroleum
4	06.10	2025	Winning van aardolie	Extraction de pétrole brut	Gewinnung von Erdöl	Extraction of crude petroleum
5	06.100	2025	Winning van aardolie	Extraction de pétrole brut	Gewinnung von Erdöl	Extraction of crude petroleum
3	06.2	2025	Winning van aardgas	Extraction de gaz naturel	Gewinnung von Erdgas	Extraction of natural gas
4	06.20	2025	Winning van aardgas	Extraction de gaz naturel	Gewinnung von Erdgas	Extraction of natural gas
5	06.200	2025	Winning van aardgas	Extraction de gaz naturel	Gewinnung von Erdgas	Extraction of natural gas
7	06.20001	2025	Winning van condensaten	Extraction de condensats	Förderung von Kondensaten	Extraction of condensates
7	06.20002	2025	Verwijderen en scheiden van vloeibare koolwaterstoffracties	Décantation et la séparation de fractions d'hydrocarbures liquides	Dekantation und Trennung flüssiger Kohlenwasserstoffteile	Decantation and separation of liquid hydrocarbon fractions
2	07     	2025	Winning van metaalertsen	Extraction de minerais métalliques	Erzbergbau	Mining of metal ores
3	07.1	2025	Winning van ijzererts	Extraction de minerais de fer	Eisenerzbergbau	Mining of iron ores
4	07.10	2025	Winning van ijzererts	Extraction de minerais de fer	Eisenerzbergbau	Mining of iron ores
5	07.100	2025	Winning van ijzererts	Extraction de minerais de fer	Eisenerzbergbau	Mining of iron ores
3	07.2	2025	Winning van non-ferrometaalertsen	Extraction de minerais de métaux non ferreux	NE-Metallerzbergbau	Mining of non-ferrous metal ores
4	07.21	2025	Winning van uranium- en thoriumerts	Extraction de minerais d’uranium et de thorium	Bergbau auf Uran- und Thoriumerze	Mining of uranium and thorium ores
5	07.210	2025	Winning van uranium- en thoriumerts	Extraction de minerais d’uranium et de thorium	Bergbau auf Uran- und Thoriumerze	Mining of uranium and thorium ores
4	07.29	2025	Winning van andere non-ferrometaalertsen	Extraction d’autres minerais de métaux non ferreux	Sonstiger NE-Metallerzbergbau	Mining of other non-ferrous metal ores
5	07.290	2025	Winning van andere non-ferrometaalertsen	Extraction d’autres minerais de métaux non ferreux	Sonstiger NE-Metallerzbergbau	Mining of other non-ferrous metal ores
2	08     	2025	Overige winning van delfstoffen	Autres industries extractives	Gewinnung von Steinen und Erden, sonstiger Bergbau	Other mining and quarrying
3	08.1	2025	Winning van steen, zand en klei	Extraction de pierres, de sables et d’argiles	Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin	Quarrying of stone, sand and clay
4	08.11	2025	Winning van siersteen, kalksteen, gips, leisteen en andere steen	Extraction de pierres ornementales, de calcaire industriel, de gypse, d’ardoise et d’autres pierres	Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein	Quarrying of ornamental stone, limestone, gypsum, slate and other stone
5	08.111	2025	Winning van sier- en bouwsteen	Extraction de pierres ornementales et de construction	Gewinnung von Naturwerksteinen und Bausteinen	Quarrying of ornamental and building stone
7	08.11101	2025	Winning, het ruw houwen en zagen van steensoorten voor de steenhouwerij of voor het bouwbedrijf, zoals marmer, graniet, zandsteen, enz.	Extraction, taille grossière et sciage de pierres de taille pour les entreprises de travail de la pierre ou pour la construction, telles que le marbre, le granit, le grès, etc.	Gewinnen, Rohbearbeiten und Zuschneiden von Bruchsteinen wie Marmor, Granit, Sandstein usw für Steinmetz- und Baubetriebe	Extraction, rough cutting and sawing of stone for stone transformation companies or for construction, such as marble, granite, sandstone, etc.
5	08.112	2025	Winning van kalksteen, gips, leisteen en andere steen	Extraction de pierres calcaires, de gypse et d'ardoise et d’autres pierres	Gewinnung von Kalk- und Gipsstein, Schiefer und sonstigem Gestein	Quarrying of limestone, gypsum, slate and other stone
7	08.11201	2025	Winning, malen en breken van kalksteen	Extraction, broyage et concassage des pierres calcaires	Gewinnung, Zermahlung und Zerstampfung von Kalksteinen	Extraction, crushing and grinding of limestone
7	08.11202	2025	Winning van ongebrande dolomiet	Extraction de dolomie non calcinée	Gewinnung, Zermahlung und Zerstampfung von Dolomit	Extraction of not calcined dolomite
7	08.11203	2025	Winning van leisteen	Extraction d'ardoise	Gewinnung von Schiefer	Quarrying of slate
4	08.12	2025	Winning van grind, zand, klei en kaolien	Exploitation de gravières et sablières, extraction d’argiles et de kaolin	Gewinnung von Kies und Sand, Ton und Kaolin	Operation of gravel and sand pits and mining of clay and kaolin
5	08.121	2025	Winning van grind	Extraction de gravières	Gewinnung von Kies	Extraction of gravel
7	08.12101	2025	Winning van grind uit groeven of door middel van uitbaggering	Extraction de graviers dans des carrières ou par dragage	Kiesabbau in Gruben oder durch Ausbaggern	Extraction of gravel in quarries or by dredging
7	08.12102	2025	Breken en malen van grind	Concassage et broyage de graviers	Zerstampfung und Zermahlung von Kies	Crushing and grinding of gravel
5	08.122	2025	Winning van zand	Extraction de sablières	Gewinnung von Sand	Extraction of sand
7	08.12201	2025	Winning van industriezand en zand voor het bouwbedrijf uit groeven of door middel van uitbaggering	Extraction de sables industriels et de sables pour la construction, dans des carrières ou par dragage	Gewinnung von Industrie- und Bausand, in Sandgruben oder durch Ausbaggerung	Extraction of industrial and construction sand, in quarries or by dredging
5	08.123	2025	Winning van klei en kaolien	Extraction d'argiles et de kaolin	Abbau von Lehm, feuerfestem Lehm und Kaolin	Extraction of clay and kaolin
3	08.9	2025	Winning van delfstoffen, n.e.g.	Activités extractives n.c.a.	Sonstiger Bergbau; Gewinnung von Steinen und Erden a.n.g.	Mining and quarrying n.e.c.
4	08.91	2025	Winning van mineralen voor de chemische en de kunstmestindustrie	Extraction de minéraux chimiques et d’engrais minéraux	Bergbau auf chemische und Düngemittelminerale	Mining of chemical and fertiliser minerals
5	08.910	2025	Winning van mineralen voor de chemische en de kunstmestindustrie	Extraction de minéraux chimiques et d’engrais minéraux	Bergbau auf chemische und Düngemittelminerale	Mining of chemical and fertiliser minerals
4	08.92	2025	Winning van turf	Extraction de tourbe	Torfgewinnung	Extraction of peat
5	08.920	2025	Winning van turf	Extraction de tourbe	Torfgewinnung	Extraction of peat
7	08.92001	2025	Vervaardiging van tuinturf	Production de tourbe pour l'horticulture	Torferzeugung für den Gartenbau	Peat production for horticulture
4	08.93	2025	Zoutwinning	Production de sel	Gewinnung von Salz	Extraction of salt
5	08.930	2025	Zoutwinning	Production de sel	Gewinnung von Salz	Extraction of salt
4	08.99	2025	Overige winning van delfstoffen, n.e.g.	Autres activités extractives n.c.a.	Gewinnung von Steinen und Erden a.n.g.	Other mining and quarrying n.e.c.
5	08.990	2025	Overige winning van delfstoffen, n.e.g.	Autres activités extractives n.c.a.	Gewinnung von Steinen und Erden a.n.g.	Other mining and quarrying n.e.c.
7	08.99001	2025	Winning van mineralen en overige materialen :  teelaarde en humus, schuur-, slijp- en polijstmiddelen, asbest, diatomeeënaarde, natuurlijk grafiet, speksteen, veldspaat, edelstenen, kwarts, mica, enz.	Extraction de minéraux et de matériaux divers : terraux et humus, mat abrasives, amiante, farines siliceuses fossiles, graphite naturel, stéatite (talc), feldspath, pierres gemmes, quartz, mica, etc.	Gewinnung von Mineralien und anderen Stoffen: Torf und Humus, Scheuer-, Schleif- und Poliermittel, Asbest, Kieselguhr, Naturgraphit, Speckstein, Feldspat, Edelsteine, Quarz, Glimmer usw	Extraction of various minerals and materials: breeding ground and humus, abrasive materials, asbestos, siliceous fossil meals, natural graphite, steatite (talc), feldspar, gemstones,quartz,mica,etc
2	09     	2025	Ondersteunende activiteiten in verband met de mijnbouw	Activités de soutien aux industries extractives	Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden	Mining support service activities
3	09.1	2025	Ondersteunende activiteiten in verband met de aardolie- en aardgaswinning	Activités de soutien à l’extraction d’hydrocarbures	Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas	Support activities for petroleum and natural gas extraction
